path,kind,bytes,loc
docs/archive/old_docs/START_SERVICES_GUIDE.md,.md,4512,266
docs/archive/old_docs/STORYBOOK_SETUP_COMPLETE.md,.md,1236,51
docs/archive/old_docs/SUGGESTIONS.md,.md,10917,487
docs/archive/old_docs/TESTING_GUIDE.md,.md,12952,478
docs/archive/old_docs/TODO_SUMMARY.md,.md,1196,51
docs/archive/old_docs/TROUBLESHOOTING_GUIDE.md,.md,19276,720
docs/archive/old_docs/UI_UX_ROADMAP.md,.md,3398,166
docs/archive/old_docs/USER_MANUAL.md,.md,26351,1055
docs/archive/old_docs/USE_CASES_DETAILED.md,.md,3212,184
docs/archive/old_docs/WELCOME_SCREEN_GUIDE.md,.md,4204,157
docs/archive/old_docs/external-repos-memory.md,.md,3868,70
docs/codebase_memory_v2.1.md,.md,3193,121
docs/frontend_migration_report.md,.md,3882,44
docs/security_research.md,.md,2716,48
docs/upgrade_prompt_framework.md,.md,1221,65
docs/verified_coding_policy.md,.md,1379,69
fix_report.md,.md,2145,41
frontend/.env.example,.example,1339,27
frontend/.eslintrc.js,.js,717,28
frontend/.vscode/settings.json,.json,405,10
frontend/Dockerfile,Dockerfile,453,23
frontend/MODERN_UI_UX_UPGRADE.md,.md,6475,268
frontend/PERFORMANCE_GUIDE.md,.md,8838,388
frontend/QR_SCAN_DIAGNOSTIC_REPORT.md,.md,5968,256
frontend/TEST_QR_INTEGRATION.sh,.sh,1321,54
frontend/TEST_QR_SCAN.sh,.sh,1851,59
frontend/UI_UX_UPGRADE_SUMMARY.md,.md,9990,425
frontend/__tests__/components.test.tsx,.tsx,3334,141
frontend/__tests__/home.test.tsx,.tsx,2426,106
frontend/__tests__/login.test.tsx,.tsx,2208,91
frontend/__tests__/staff/home.test.tsx,.tsx,3218,110
frontend/app.json,.json,185,11
frontend/app/+not-found.tsx,.tsx,852,39
frontend/app/_layout.tsx,.tsx,16185,502
frontend/app/admin/_layout.tsx,.tsx,2401,72
frontend/app/admin/control-panel-v2.tsx,.tsx,17514,630
frontend/app/admin/control-panel.tsx,.tsx,28704,1016
frontend/app/admin/dashboard-web.tsx,.tsx,40274,1360
frontend/app/admin/index.tsx,.tsx,196,9
frontend/app/admin/live-view.tsx,.tsx,17291,585
frontend/app/admin/logs.tsx,.tsx,8405,300
frontend/app/admin/metrics.tsx,.tsx,29071,952
frontend/app/admin/permissions.tsx,.tsx,9840,337
frontend/app/admin/realtime-dashboard.tsx,.tsx,34398,1191
frontend/app/admin/reports.tsx,.tsx,8225,306
frontend/app/admin/security.tsx,.tsx,22320,713
frontend/app/admin/settings.tsx,.tsx,11342,416
frontend/app/admin/sql-config.tsx,.tsx,10981,420
frontend/app/debug.tsx,.tsx,676,25
frontend/app/help.tsx,.tsx,9172,337
frontend/app/index.tsx,.tsx,4227,144
frontend/app/login.tsx,.tsx,30131,871
frontend/app/register.tsx,.tsx,14765,504
frontend/app/staff/_layout.tsx,.tsx,837,26
frontend/app/staff/appearance.tsx,.tsx,756,31
frontend/app/staff/components/SectionLists.tsx,.tsx,16655,541
frontend/app/staff/history.tsx,.tsx,15046,547
frontend/app/staff/home.tsx,.tsx,40939,1413
frontend/app/staff/index.tsx,.tsx,182,9
frontend/app/staff/item-detail.tsx,.tsx,49038,1587
frontend/app/staff/scan.tsx,.tsx,57072,1904
frontend/app/supervisor/_layout.tsx,.tsx,1660,54
frontend/app/supervisor/activity-logs.tsx,.tsx,14057,480
frontend/app/supervisor/appearance.tsx,.tsx,706,30
frontend/app/supervisor/dashboard.tsx,.tsx,23067,767
frontend/app/supervisor/db-mapping.tsx,.tsx,34482,1068
frontend/app/supervisor/error-logs.tsx,.tsx,33809,1088
frontend/app/supervisor/export-results.tsx,.tsx,15878,559
frontend/app/supervisor/export-schedules.tsx,.tsx,23521,811
frontend/app/supervisor/export.tsx,.tsx,13192,472
frontend/app/supervisor/index.tsx,.tsx,207,9
frontend/app/supervisor/items.tsx,.tsx,14812,524
frontend/app/supervisor/notes.tsx,.tsx,12056,416
frontend/app/supervisor/offline-queue.tsx,.tsx,13796,473
frontend/app/supervisor/session/[id].tsx,.tsx,25205,841
frontend/app/supervisor/sessions.tsx,.tsx,11672,425
frontend/app/supervisor/settings.tsx,.tsx,15774,516
frontend/app/supervisor/sync-conflicts.tsx,.tsx,26179,831
frontend/app/supervisor/variance-details.tsx,.tsx,15249,503
frontend/app/supervisor/variances.tsx,.tsx,15555,544
frontend/app/supervisor/watchtower.tsx,.tsx,18757,620
frontend/app/welcome.tsx,.tsx,9997,401
frontend/babel.config.js,.js,846,33
frontend/e2e/README.md,.md,1087,51
frontend/e2e/core-flow.spec.ts,.ts,4094,117
frontend/expo-sqlite.d.ts,.ts,630,24
frontend/index.js,.js,68,3
frontend/ios/.xcode.env,.env,482,11
frontend/ios/Podfile.properties.json,.json,77,4
frontend/ios/Pods/Local Podspecs/EXApplication.podspec.json,.json,945,32
frontend/ios/Pods/Local Podspecs/EXConstants.podspec.json,.json,1180,40
frontend/ios/Pods/Local Podspecs/EXNotifications.podspec.json,.json,1124,40
frontend/ios/Pods/Local Podspecs/EXTaskManager.podspec.json,.json,755,27
frontend/ios/Pods/Local Podspecs/Expo.podspec.json,.json,2145,70
frontend/ios/Pods/Local Podspecs/ExpoAsset.podspec.json,.json,776,28
frontend/ios/Pods/Local Podspecs/ExpoBackgroundFetch.podspec.json,.json,648,24
frontend/ios/Pods/Local Podspecs/ExpoBlur.podspec.json,.json,801,21
frontend/ios/Pods/Local Podspecs/ExpoBrightness.podspec.json,.json,645,24
frontend/ios/Pods/Local Podspecs/ExpoCamera.podspec.json,.json,1424,27
frontend/ios/Pods/Local Podspecs/ExpoClipboard.podspec.json,.json,997,37
frontend/ios/Pods/Local Podspecs/ExpoFileSystem.podspec.json,.json,802,32
frontend/ios/Pods/Local Podspecs/ExpoFont.podspec.json,.json,707,27
frontend/ios/Pods/Local Podspecs/ExpoHaptics.podspec.json,.json,822,26
frontend/ios/Pods/Local Podspecs/ExpoHead.podspec.json,.json,823,28
frontend/ios/Pods/Local Podspecs/ExpoImage.podspec.json,.json,1197,50
frontend/ios/Pods/Local Podspecs/ExpoKeepAwake.podspec.json,.json,926,28
frontend/ios/Pods/Local Podspecs/ExpoLinearGradient.podspec.json,.json,741,27
frontend/ios/Pods/Local Podspecs/ExpoLinking.podspec.json,.json,666,26
frontend/ios/Pods/Local Podspecs/ExpoModulesCore.podspec.json,.json,2539,83
frontend/ios/Pods/Local Podspecs/ExpoSQLite.podspec.json,.json,1515,34
frontend/ios/Pods/Local Podspecs/ExpoSecureStore.podspec.json,.json,788,27
frontend/ios/Pods/Local Podspecs/ExpoSharing.podspec.json,.json,742,26
frontend/ios/Pods/Local Podspecs/ExpoSpeech.podspec.json,.json,563,22
frontend/ios/Pods/Local Podspecs/ExpoSplashScreen.podspec.json,.json,829,26
frontend/ios/Pods/Local Podspecs/ExpoSystemUI.podspec.json,.json,742,31
frontend/ios/Pods/Local Podspecs/ExpoWebBrowser.podspec.json,.json,1644,27
frontend/ios/Pods/Local Podspecs/FBLazyVector.podspec.json,.json,387,17
frontend/ios/Pods/Local Podspecs/RCTDeprecation.podspec.json,.json,666,25
frontend/ios/Pods/Local Podspecs/RCTRequired.podspec.json,.json,385,17
frontend/ios/Pods/Local Podspecs/RCTTypeSafety.podspec.json,.json,723,33
frontend/ios/Pods/Local Podspecs/RNCAsyncStorage.podspec.json,.json,1786,52
frontend/ios/Pods/Local Podspecs/RNDateTimePicker.podspec.json,.json,1536,49
frontend/ios/Pods/Local Podspecs/RNGestureHandler.podspec.json,.json,1636,55
frontend/ios/Pods/Local Podspecs/RNReanimated.podspec.json,.json,3619,79
frontend/ios/Pods/Local Podspecs/RNSVG.podspec.json,.json,2420,95
frontend/ios/Pods/Local Podspecs/RNScreens.podspec.json,.json,2105,74
frontend/ios/Pods/Local Podspecs/RNSentry.podspec.json,.json,1622,55
frontend/ios/Pods/Local Podspecs/RNWorklets.podspec.json,.json,2887,74
frontend/ios/Pods/Local Podspecs/React-Core-prebuilt.podspec.json,.json,1909,36
frontend/ios/Pods/Local Podspecs/React-Core.podspec.json,.json,4831,170
frontend/ios/Pods/Local Podspecs/React-CoreModules.podspec.json,.json,1919,66
frontend/ios/Pods/Local Podspecs/React-Fabric.podspec.json,.json,6554,200
frontend/ios/Pods/Local Podspecs/React-FabricComponents.podspec.json,.json,5166,139
frontend/ios/Pods/Local Podspecs/React-FabricImage.podspec.json,.json,1791,47
frontend/ios/Pods/Local Podspecs/React-ImageManager.podspec.json,.json,1129,33
frontend/ios/Pods/Local Podspecs/React-Mapbuffer.podspec.json,.json,836,29
frontend/ios/Pods/Local Podspecs/React-NativeModulesApple.podspec.json,.json,1372,39
frontend/ios/Pods/Local Podspecs/React-RCTActionSheet.podspec.json,.json,686,28
frontend/ios/Pods/Local Podspecs/React-RCTAnimation.podspec.json,.json,1329,43
frontend/ios/Pods/Local Podspecs/React-RCTAppDelegate.podspec.json,.json,2801,56
frontend/ios/Pods/Local Podspecs/React-RCTBlob.podspec.json,.json,1412,42
frontend/ios/Pods/Local Podspecs/React-RCTFBReactNativeSpec.podspec.json,.json,2613,65
frontend/ios/Pods/Local Podspecs/React-RCTFabric.podspec.json,.json,3560,69
frontend/ios/Pods/Local Podspecs/React-RCTImage.podspec.json,.json,1444,48
frontend/ios/Pods/Local Podspecs/React-RCTLinking.podspec.json,.json,1394,44
frontend/ios/Pods/Local Podspecs/React-RCTNetwork.podspec.json,.json,1514,42
frontend/ios/Pods/Local Podspecs/React-RCTRuntime.podspec.json,.json,1488,41
frontend/ios/Pods/Local Podspecs/React-RCTSettings.podspec.json,.json,1377,39
frontend/ios/Pods/Local Podspecs/React-RCTText.podspec.json,.json,781,35
frontend/ios/Pods/Local Podspecs/React-RCTVibration.podspec.json,.json,1305,39
frontend/ios/Pods/Local Podspecs/React-RuntimeApple.podspec.json,.json,1726,48
frontend/ios/Pods/Local Podspecs/React-RuntimeCore.podspec.json,.json,1379,47
frontend/ios/Pods/Local Podspecs/React-RuntimeHermes.podspec.json,.json,1345,39
frontend/ios/Pods/Local Podspecs/React-callinvoker.podspec.json,.json,391,17
frontend/ios/Pods/Local Podspecs/React-cxxreact.podspec.json,.json,1466,51
frontend/ios/Pods/Local Podspecs/React-debug.podspec.json,.json,489,21
frontend/ios/Pods/Local Podspecs/React-defaultsnativemodule.podspec.json,.json,1022,35
frontend/ios/Pods/Local Podspecs/React-domnativemodule.podspec.json,.json,1285,38
frontend/ios/Pods/Local Podspecs/React-featureflags.podspec.json,.json,655,26
frontend/ios/Pods/Local Podspecs/React-featureflagsnativemodule.podspec.json,.json,899,33
frontend/ios/Pods/Local Podspecs/React-graphics.podspec.json,.json,868,35
frontend/ios/Pods/Local Podspecs/React-hermes.podspec.json,.json,1354,45
frontend/ios/Pods/Local Podspecs/React-idlecallbacksnativemodule.podspec.json,.json,1078,34
frontend/ios/Pods/Local Podspecs/React-jserrorhandler.podspec.json,.json,900,35
frontend/ios/Pods/Local Podspecs/React-jsi.podspec.json,.json,836,35
frontend/ios/Pods/Local Podspecs/React-jsiexecutor.podspec.json,.json,1085,39
frontend/ios/Pods/Local Podspecs/React-jsinspector.podspec.json,.json,1233,37
frontend/ios/Pods/Local Podspecs/React-jsinspectorcdp.podspec.json,.json,701,26
frontend/ios/Pods/Local Podspecs/React-jsinspectornetwork.podspec.json,.json,874,30
frontend/ios/Pods/Local Podspecs/React-jsinspectortracing.podspec.json,.json,742,28
frontend/ios/Pods/Local Podspecs/React-jsitooling.podspec.json,.json,1050,36
frontend/ios/Pods/Local Podspecs/React-jsitracing.podspec.json,.json,663,26
frontend/ios/Pods/Local Podspecs/React-logger.podspec.json,.json,580,26
frontend/ios/Pods/Local Podspecs/React-microtasksnativemodule.podspec.json,.json,910,32
frontend/ios/Pods/Local Podspecs/React-oscompat.podspec.json,.json,493,20
frontend/ios/Pods/Local Podspecs/React-perflogger.podspec.json,.json,661,28
frontend/ios/Pods/Local Podspecs/React-performancetimeline.podspec.json,.json,832,30
frontend/ios/Pods/Local Podspecs/React-rendererconsistency.podspec.json,.json,579,22
frontend/ios/Pods/Local Podspecs/React-renderercss.podspec.json,.json,719,27
frontend/ios/Pods/Local Podspecs/React-rendererdebug.podspec.json,.json,706,28
frontend/ios/Pods/Local Podspecs/React-runtimeexecutor.podspec.json,.json,1026,37
frontend/ios/Pods/Local Podspecs/React-runtimescheduler.podspec.json,.json,1176,39
frontend/ios/Pods/Local Podspecs/React-timing.podspec.json,.json,626,25
frontend/ios/Pods/Local Podspecs/React-utils.podspec.json,.json,850,36
frontend/ios/Pods/Local Podspecs/React.podspec.json,.json,1642,60
frontend/ios/Pods/Local Podspecs/ReactAppDependencyProvider.podspec.json,.json,646,24
frontend/ios/Pods/Local Podspecs/ReactCodegen.podspec.json,.json,2614,54
frontend/ios/Pods/Local Podspecs/ReactCommon.podspec.json,.json,2342,86
frontend/ios/Pods/Local Podspecs/ReactNativeDependencies.podspec.json,.json,2161,29
frontend/ios/Pods/Local Podspecs/UMAppLoader.podspec.json,.json,505,18
frontend/ios/Pods/Local Podspecs/Yoga.podspec.json,.json,2586,88
frontend/ios/Pods/Local Podspecs/hermes-engine.podspec.json,.json,2519,65
frontend/ios/Pods/Local Podspecs/lottie-react-native.podspec.json,.json,1650,59
frontend/ios/Pods/Local Podspecs/react-native-netinfo.podspec.json,.json,582,22
frontend/ios/Pods/Local Podspecs/react-native-safe-area-context.podspec.json,.json,2106,70
frontend/ios/Pods/Local Podspecs/react-native-slider.podspec.json,.json,1640,56
frontend/ios/Pods/SDWebImage/README.md,.md,26796,446
frontend/ios/Pods/SDWebImageAVIFCoder/README.md,.md,11836,313
frontend/ios/Pods/SDWebImageSVGCoder/README.md,.md,11013,251
frontend/ios/Pods/SDWebImageWebPCoder/README.md,.md,10726,318
frontend/ios/Pods/Sentry/LICENSE.md,.md,1073,21
frontend/ios/Pods/Sentry/README.md,.md,4341,72
frontend/ios/Pods/Target Support Files/Pods-frontend/Pods-frontend-frameworks.sh,.sh,8937,190
frontend/ios/Pods/Target Support Files/Pods-frontend/Pods-frontend-resources.sh,.sh,9319,157
frontend/ios/Pods/Target Support Files/Pods-frontend/expo-configure-project.sh,.sh,2030,52
frontend/ios/Pods/Target Support Files/React-Core-prebuilt/React-Core-prebuilt-xcframeworks.sh,.sh,3735,127
frontend/ios/Pods/Target Support Files/ReactNativeDependencies/ReactNativeDependencies-xcframeworks.sh,.sh,4759,157
frontend/ios/Pods/Target Support Files/hermes-engine/hermes-engine-xcframeworks.sh,.sh,4330,151
frontend/ios/Pods/ZXingObjC/README.md,.md,3744,117
frontend/ios/Pods/libavif/README.md,.md,5013,127
frontend/ios/Pods/libdav1d/README.md,.md,2461,68
frontend/ios/Pods/libdav1d/dav1d/.gitlab-ci.yml,.yml,23183,705
frontend/ios/Pods/libdav1d/dav1d/CONTRIBUTING.md,.md,2094,56
frontend/ios/Pods/libdav1d/dav1d/README.md,.md,5886,158
frontend/ios/Pods/libdav1d/dav1d/THANKS.md,.md,1504,34
frontend/ios/Pods/libdav1d/dav1d/meson_options.txt,.txt,1520,65
frontend/ios/Pods/libdav1d/dav1d/package/snap/snapcraft.yaml,.yaml,511,24
frontend/ios/Pods/libwebp/README.md,.md,1662,54
frontend/ios/Pods/lottie-ios/README.md,.md,8224,125
frontend/ios/frontend/Images.xcassets/AppIcon.appiconset/Contents.json,.json,216,14
frontend/ios/frontend/Images.xcassets/Contents.json,.json,59,6
frontend/ios/frontend/Images.xcassets/SplashScreenBackground.colorset/Contents.json,.json,349,20
frontend/jest.config.js,.js,766,25
frontend/jest.polyfills.js,.js,154,7
frontend/jest.setup.js,.js,609,16
frontend/metro.config.js,.js,827,24
frontend/package.json,.json,4959,142
frontend/playwright.config.ts,.ts,1309,42
frontend/public/backend_port.json,.json,132,1
frontend/react-native-text-override.d.ts,.ts,1054,34
frontend/scripts/update-ip.js,.js,5013,160
frontend/src/components/AppLogo.tsx,.tsx,2462,113
frontend/src/components/AppVersion.tsx,.tsx,1152,55
frontend/src/components/Button.stories.tsx,.tsx,4979,248
frontend/src/components/Button.tsx,.tsx,7391,283
frontend/src/components/Card.stories.tsx,.tsx,4149,186
frontend/src/components/Card.tsx,.tsx,1729,90
frontend/src/components/DataTable.stories.tsx,.tsx,5153,229
frontend/src/components/DataTable.tsx,.tsx,7607,305
frontend/src/components/DatabaseSyncStatus.tsx,.tsx,13050,504
frontend/src/components/ErrorBoundary.tsx,.tsx,4928,191
frontend/src/components/Input.stories.tsx,.tsx,4084,188
frontend/src/components/ItemFilters.tsx,.tsx,339,10
frontend/src/components/LoadingSkeleton.tsx,.tsx,546,28
frontend/src/components/LogoutButton.tsx,.tsx,2906,116
frontend/src/components/LottieAnimation.tsx,.tsx,1729,79
frontend/src/components/LottieLoading.tsx,.tsx,2177,90
frontend/src/components/ModernButton.tsx,.tsx,10190,385
frontend/src/components/ModernCard.tsx,.tsx,9613,368
frontend/src/components/OnlineStatus.tsx,.tsx,1062,39
frontend/src/components/Pagination.tsx,.tsx,4811,205
frontend/src/components/PinKeypad.tsx,.tsx,3945,191
frontend/src/components/PullToRefresh.tsx,.tsx,654,32
frontend/src/components/RefreshButton.tsx,.tsx,933,41
frontend/src/components/SearchAutocomplete.stories.tsx,.tsx,3205,138
frontend/src/components/SwipeableRow.tsx,.tsx,1704,79
frontend/src/components/SyncStatusBar.tsx,.tsx,5557,228
frontend/src/components/ToastProvider.tsx,.tsx,272,13
frontend/src/components/UpgradeNotification.tsx,.tsx,7704,311
frontend/src/components/admin/ActiveUsersPanel.tsx,.tsx,11948,449
frontend/src/components/admin/AnalyticsDashboard.tsx,.tsx,7413,289
frontend/src/components/admin/ChartsPanel.tsx,.tsx,4031,150
frontend/src/components/admin/ErrorLogsPanel.tsx,.tsx,21312,837
frontend/src/components/admin/KPICard.tsx,.tsx,6939,261
frontend/src/components/admin/PerformanceChart.tsx,.tsx,9517,389
frontend/src/components/admin/QuickStats.tsx,.tsx,1527,58
frontend/src/components/admin/RecentIssues.tsx,.tsx,2090,77
frontend/src/components/admin/ReportExport.tsx,.tsx,2677,107
frontend/src/components/admin/SystemStatusPanel.tsx,.tsx,9119,342
frontend/src/components/admin/index.ts,.ts,499,13
frontend/src/components/analytics/AnalyticsDashboard.tsx,.tsx,8142,274
frontend/src/components/analytics/MetricCard.tsx,.tsx,3468,141
frontend/src/components/analytics/VarianceChart.tsx,.tsx,4291,160
frontend/src/components/analytics/index.ts,.ts,233,8
frontend/src/components/auth/AuthGuard.tsx,.tsx,2562,80
frontend/src/components/auth/ConnectionStatus.tsx,.tsx,5160,204
frontend/src/components/auth/PermissionGate.tsx,.tsx,1513,71
frontend/src/components/auth/PinKeypad.tsx,.tsx,6399,263
frontend/src/components/auth/RoleLayoutGuard.tsx,.tsx,1263,47
frontend/src/components/auth/index.ts,.ts,175,4
frontend/src/components/camera/CameraControls.tsx,.tsx,4075,168
frontend/src/components/camera/ScanGuideOverlay.tsx,.tsx,7518,295
frontend/src/components/camera/index.ts,.ts,182,7
frontend/src/components/charts/BarChart.tsx,.tsx,5077,185
frontend/src/components/charts/LineChart.tsx,.tsx,6723,257
frontend/src/components/charts/PieChart.tsx,.tsx,5033,188
frontend/src/components/charts/SimpleBarChart.tsx,.tsx,6345,257
frontend/src/components/charts/SimpleLineChart.tsx,.tsx,9246,359
frontend/src/components/charts/SimplePieChart.tsx,.tsx,6542,260
frontend/src/components/charts/index.ts,.ts,174,7
frontend/src/components/common/AccessibilityEnhancer.tsx,.tsx,2857,104
frontend/src/components/common/ErrorState.tsx,.tsx,3165,137
frontend/src/components/common/LoadingState.tsx,.tsx,1645,75
frontend/src/components/common/OfflineIndicator.tsx,.tsx,1010,40
frontend/src/components/common/SearchComponent.tsx,.tsx,4951,200
frontend/src/components/common/ThemeToggle.tsx,.tsx,3000,113
frontend/src/components/common/VirtualList.tsx,.tsx,895,33
frontend/src/components/feedback/AdminCrashScreen.tsx,.tsx,5769,235
frontend/src/components/feedback/EmptyState.tsx,.tsx,1734,94
frontend/src/components/feedback/ErrorBoundary.tsx,.tsx,3691,169
frontend/src/components/feedback/ErrorState.tsx,.tsx,6727,255
frontend/src/components/feedback/LoadingSkeleton.tsx,.tsx,2287,101
frontend/src/components/feedback/LoadingSpinner.tsx,.tsx,2172,94
frontend/src/components/feedback/LoadingState.tsx,.tsx,8760,383
frontend/src/components/feedback/NetworkStatusBanner.tsx,.tsx,3330,138
frontend/src/components/feedback/StaffCrashScreen.tsx,.tsx,5607,227
frontend/src/components/feedback/Toast.tsx,.tsx,3479,157
frontend/src/components/feedback/ToastProvider.tsx,.tsx,2446,101
frontend/src/components/feedback/index.ts,.ts,305,11
frontend/src/components/forms/DateRangePicker.tsx,.tsx,4228,163
frontend/src/components/forms/EnhancedButton.tsx,.tsx,270,10
frontend/src/components/forms/EnhancedTextInput.tsx,.tsx,368,14
frontend/src/components/forms/Input.tsx,.tsx,3895,167
frontend/src/components/forms/SearchAutocomplete.tsx,.tsx,16946,645
frontend/src/components/forms/index.ts,.ts,169,5
frontend/src/components/index.ts,.ts,371,10
frontend/src/components/layout/AdminLayout.tsx,.tsx,4110,161
frontend/src/components/layout/Container.tsx,.tsx,1504,56
frontend/src/components/layout/Header.tsx,.tsx,2811,126
frontend/src/components/layout/ResponsiveLayout.tsx,.tsx,6277,271
frontend/src/components/layout/Screen.tsx,.tsx,2780,124
frontend/src/components/layout/Section.tsx,.tsx,3017,128
frontend/src/components/layout/SettingGroup.tsx,.tsx,1590,79
frontend/src/components/layout/SettingItem.tsx,.tsx,3970,166
frontend/src/components/layout/StaffLayout.tsx,.tsx,2556,101
frontend/src/components/layout/SupervisorLayout.tsx,.tsx,2251,94
frontend/src/components/layout/index.ts,.ts,465,17
frontend/src/components/modals/BulkEntryModal.tsx,.tsx,5494,208
frontend/src/components/modals/ImageViewerModal.tsx,.tsx,2535,106
frontend/src/components/modals/PhotoCaptureModal.tsx,.tsx,8125,308
frontend/src/components/modals/PinEntryModal.tsx,.tsx,5728,226
frontend/src/components/modals/SearchableSelectModal.tsx,.tsx,6481,249
frontend/src/components/modals/index.ts,.ts,304,9
frontend/src/components/navigation/AdminSidebar.tsx,.tsx,12443,496
frontend/src/components/navigation/AppHeader.tsx,.tsx,5601,221
frontend/src/components/navigation/QuickActions.tsx,.tsx,3034,134
frontend/src/components/navigation/StaffTabBar.tsx,.tsx,4784,203
frontend/src/components/navigation/SupervisorSidebar.tsx,.tsx,11521,441
frontend/src/components/navigation/index.ts,.ts,281,9
frontend/src/components/premium/PremiumButton.tsx,.tsx,881,32
frontend/src/components/premium/PremiumCard.tsx,.tsx,880,32
frontend/src/components/premium/PremiumInput.tsx,.tsx,10266,362
frontend/src/components/premium/index.ts,.ts,500,21
frontend/src/components/scan/ActiveSectionHeader.tsx,.tsx,3541,129
frontend/src/components/scan/BarcodeScanner.tsx,.tsx,9381,344
frontend/src/components/scan/CameraView.tsx,.tsx,1215,38
frontend/src/components/scan/ItemDisplay.tsx,.tsx,9044,320
frontend/src/components/scan/ItemSearch.tsx,.tsx,13451,502
frontend/src/components/scan/LocationInput.tsx,.tsx,3730,145
frontend/src/components/scan/LocationVerificationSection.tsx,.tsx,9106,290
frontend/src/components/scan/MRPVariantSelector.tsx,.tsx,4969,184
frontend/src/components/scan/PhotoCapture.tsx,.tsx,10302,384
frontend/src/components/scan/QuantityInputForm.tsx,.tsx,17273,543
frontend/src/components/scan/RackProgressCard.tsx,.tsx,2990,115
frontend/src/components/scan/ResultOverlay.tsx,.tsx,1996,83
frontend/src/components/scan/ScanAreaOverlay.tsx,.tsx,9201,385
frontend/src/components/scan/ScanFeedback.tsx,.tsx,9353,402
frontend/src/components/scan/SectionFocusConfig.tsx,.tsx,8804,312
frontend/src/components/scan/SerialNumberEntry.tsx,.tsx,8657,313
frontend/src/components/scan/SessionStartModal.tsx,.tsx,3113,143
frontend/src/components/scan/VarianceReasonModal.tsx,.tsx,3480,150
frontend/src/components/scan/__tests__/LocationVerificationSection.test.tsx,.tsx,1194,41
frontend/src/components/scan/index.ts,.ts,799,19
frontend/src/components/settings/ChangePasswordModal.tsx,.tsx,14066,499
frontend/src/components/settings/ChangePinModal.tsx,.tsx,9678,359
frontend/src/components/settings/ColorPicker.tsx,.tsx,6446,242
frontend/src/components/settings/FontSizeSlider.tsx,.tsx,4406,172
frontend/src/components/settings/index.ts,.ts,399,11
frontend/src/components/staff/RecentScans.tsx,.tsx,6658,260
frontend/src/components/suggestions/SmartSuggestionsPanel.tsx,.tsx,16422,568
frontend/src/components/sync/ConflictResolutionModal.tsx,.tsx,6951,250
frontend/src/components/ui/Accordion.tsx,.tsx,4170,190
frontend/src/components/ui/ActivityFeedItem.tsx,.tsx,5914,236
frontend/src/components/ui/AdminResponsiveGrid.tsx,.tsx,1246,53
frontend/src/components/ui/AnimatedCounter.tsx,.tsx,2093,83
frontend/src/components/ui/AnimatedInput.tsx,.tsx,6151,253
frontend/src/components/ui/AnimatedPressable.tsx,.tsx,3444,142
frontend/src/components/ui/AppearanceSettings.tsx,.tsx,7801,287
frontend/src/components/ui/AuroraBackground.tsx,.tsx,6993,279
frontend/src/components/ui/Avatar.tsx,.tsx,4024,177
frontend/src/components/ui/Badge.tsx,.tsx,2834,122
frontend/src/components/ui/BottomSheet.tsx,.tsx,2474,107
frontend/src/components/ui/Button.tsx,.tsx,2515,97
frontend/src/components/ui/Card.tsx,.tsx,2003,87
frontend/src/components/ui/Checkbox.tsx,.tsx,3280,140
frontend/src/components/ui/Chip.tsx,.tsx,3764,168
frontend/src/components/ui/EmptyState.tsx,.tsx,1890,89
frontend/src/components/ui/EnhancedBottomSheet.tsx,.tsx,7879,302
frontend/src/components/ui/FadeIn.tsx,.tsx,3055,138
frontend/src/components/ui/FloatingActionButton.tsx,.tsx,6147,246
frontend/src/components/ui/FloatingScanButton.tsx,.tsx,5092,208
frontend/src/components/ui/GlassCard.tsx,.tsx,5036,175
frontend/src/components/ui/InlineAlert.tsx,.tsx,1879,76
frontend/src/components/ui/Input.tsx,.tsx,3895,158
frontend/src/components/ui/LayoutPicker.tsx,.tsx,3820,169
frontend/src/components/ui/LiveIndicator.tsx,.tsx,3489,153
frontend/src/components/ui/LoadingSpinner.tsx,.tsx,1050,49
frontend/src/components/ui/Modal.stories.tsx,.tsx,5219,226
